id	filename	md5	size	state
2be5e87e-c202-400e-a108-902c12cd4e18	2be5e87e-c202-400e-a108-902c12cd4e18/15b87438-308c-491e-ac85-6fb75a470182.htseq.counts.gz	fb702f2af8821196ac7465d1650b39bb	251528	validated
2d49715e-b533-4066-94f7-d7156c96b6b8	2d49715e-b533-4066-94f7-d7156c96b6b8/bbe0252c-d51f-4e74-96b6-e4a0355ccda0.htseq.counts.gz	10d5385971ec4adf1357158be53b5c4c	253019	validated
39866160-cb33-4a70-8aea-3dd8b3cf293d	39866160-cb33-4a70-8aea-3dd8b3cf293d/19ad10e2-bcfe-4b8a-ba4e-1b59f352050e.htseq.counts.gz	bf3e28d74087c5bc42f7ae2cb4c089dc	251764	validated
555f8ded-4b00-45c2-aeee-fad3b913635b	555f8ded-4b00-45c2-aeee-fad3b913635b/4ea99594-481e-4d33-9969-da0a90797d23.htseq.counts.gz	c6e6c4a33682dc774140c0454a480cf0	251163	validated
5884e418-e811-4850-bcb3-89e09572de29	5884e418-e811-4850-bcb3-89e09572de29/677291bf-6149-4c97-b958-dd2b0219bfe5.htseq.counts.gz	d8d1d11006853e9b9e93b06b14ea2177	248661	validated
64d6b7a8-504e-4843-bfae-6dd6bf1d56d2	64d6b7a8-504e-4843-bfae-6dd6bf1d56d2/42016929-9d4d-4125-b2f2-4b472c3fd772.htseq.counts.gz	5a9867140775391dde64b611c1b4c769	254323	validated
69b6b186-3573-4ee6-934b-f2914188ae58	69b6b186-3573-4ee6-934b-f2914188ae58/5347b69e-eb89-4c1f-829f-3787b6d7db62.htseq.counts.gz	5f82f3f4891998d7cf8343bedd368363	253968	validated
6c05794f-9966-480d-9189-0c3252c2f962	6c05794f-9966-480d-9189-0c3252c2f962/7b50493c-0691-4612-9721-d8cce38e847b.htseq.counts.gz	cdc93fe53e905042bdcd9835ec5f7c43	252921	validated
90863724-41a0-4c64-bafa-5e5d678dd63f	90863724-41a0-4c64-bafa-5e5d678dd63f/9943770b-b3e2-42c9-a286-85b558de7da3.htseq.counts.gz	568bfa70beefc02d94f7fe7d9fd1410c	252814	validated
90aa03fd-0376-4dcc-82e1-62d59c26932c	90aa03fd-0376-4dcc-82e1-62d59c26932c/f959f0c8-c6be-4601-817a-ee24a17b4432.htseq.counts.gz	ee792d07aaaf0af14ec3bd88c77fbeff	254069	validated
94f4da57-b486-40be-af9b-a06235ee7ada	94f4da57-b486-40be-af9b-a06235ee7ada/c15643a8-ed70-40ff-8379-b58cea01ad49.htseq.counts.gz	2dcf6f7771001eb1f5cc67a042a45573	249367	validated
a065e380-7221-4afd-aa4b-dfed4036b35f	a065e380-7221-4afd-aa4b-dfed4036b35f/b46583df-2e98-4507-a730-581cfe113900.htseq.counts.gz	2a8d6dbcf7baebb1d0d24274f39b6464	252994	validated
a548da9e-9740-49d2-a369-8d8f347019fb	a548da9e-9740-49d2-a369-8d8f347019fb/793a4160-f480-4ca2-9afd-42ffec3dc717.htseq.counts.gz	6fc6f897417d4b29fba781636d69fdd4	256303	validated
a9868a55-b034-4aef-8cb6-6022636c3ad6	a9868a55-b034-4aef-8cb6-6022636c3ad6/80b5f1bb-3134-438d-8918-b63c73a44e0f.htseq.counts.gz	f37dd9fcce59cde813c8515b75e9108a	256338	validated
ab972574-a361-427c-ae96-d9f15f2662e7	ab972574-a361-427c-ae96-d9f15f2662e7/08b7568c-c002-43ff-8f86-4be189aada9e.htseq.counts.gz	a95e001000b3daa8593c5b9a467207ad	252197	validated
c2a6a4ca-654b-4a98-8c9e-80c57e1a929c	c2a6a4ca-654b-4a98-8c9e-80c57e1a929c/ab2983e3-716c-4374-81a2-2837cf76930e.htseq.counts.gz	e143097253013e0ab34438ccfdc1307c	252555	validated
c9c0493a-a968-497e-8219-8670c1ddb86c	c9c0493a-a968-497e-8219-8670c1ddb86c/e99fba98-f95e-4fc9-aa7d-5f8164c06f2a.htseq.counts.gz	8000658fdbde43417d7a348d3e1c6768	250931	validated
da0f77ce-6103-4aad-8a2c-e9a767358cac	da0f77ce-6103-4aad-8a2c-e9a767358cac/a7ee7e2c-0788-4505-82d0-3db8bb56ea6b.htseq.counts.gz	4f49870dcabe5fe97122a53b332aa4f5	252671	validated
ddb27612-fd60-46e9-bcd2-c53459bac7b9	ddb27612-fd60-46e9-bcd2-c53459bac7b9/7a241ae9-e218-4479-8096-d855cf3e8565.htseq.counts.gz	e99a6e998f4a93fab5f8136ac10b7c01	250256	validated
f61125cf-b58f-4a6b-af05-71fa17b03a00	f61125cf-b58f-4a6b-af05-71fa17b03a00/47efad89-24a3-4864-8a60-9315167f304f.htseq.counts.gz	d24569253bfde55183b73e2b058eea3c	250643	validated
